 Date & UTC Time,Sea Level,Water Temperature,Air Temperature,Barometric Pressure,Residuals,Adjusted Residuals,Wind Direction,Wind Gust,Wind Speed,Hillarys
01-Jan-2016 00:00, 0.280,  23.1,  20.6, 1014.7,-0.273,-0.262,   79,  14.5,   8.3
01-Jan-2016 01:00, 0.309,  23.0,  22.8, 1014.5,-0.284,-0.269,   84,  11.5,   5.0
01-Jan-2016 02:00, 0.363,  23.0,  24.8, 1014.0,-0.259,-0.247,   85,   9.9,   3.6
01-Jan-2016 03:00, 0.402,  23.0,  26.7, 1013.5,-0.258,-0.251,   94,   9.1,   3.1
01-Jan-2016 04:00, 0.433,  23.0,  28.6, 1012.4,-0.261,-0.260,   97,   8.4,   2.7
01-Jan-2016 05:00, 0.485,  23.0,  30.3, 1011.8,-0.229,-0.237,  101,   9.6,   3.1
01-Jan-2016 06:00, 0.525,  23.1,  31.8, 1010.6,-0.216,-0.232,   72,   8.8,   4.2
01-Jan-2016 07:00, 0.530,  23.1,  33.1, 1009.7,-0.239,-0.267,   98,   9.3,   3.1
01-Jan-2016 08:00, 0.571,  23.2,  33.8, 1009.3,-0.220,-0.256,   96,   7.8,   2.7
01-Jan-2016 09:00, 0.598,  23.2,  33.7, 1009.0,-0.212,-0.252,  109,   7.7,   2.0
01-Jan-2016 10:00, 0.619,  23.3,  33.3, 1009.2,-0.201,-0.243,   84,   7.7,   3.4
01-Jan-2016 11:00, 0.625,  23.3,  32.0, 1009.5,-0.198,-0.238,  105,   6.9,   1.4
01-Jan-2016 12:00, 0.619,  23.2,  31.2, 1009.8,-0.208,-0.245,  111,   5.9,   2.0
01-Jan-2016 13:00, 0.649,  23.3,  30.2, 1009.9,-0.186,-0.220,  107,   4.7,   1.4
01-Jan-2016 14:00, 0.622,  23.3,  29.4, 1009.9,-0.200,-0.233,   89,   6.8,   3.0
01-Jan-2016 15:00, 0.629,  23.2,  28.2, 1009.4,-0.175,-0.209,   87,   7.9,   3.5
01-Jan-2016 16:00, 0.634,  23.1,  27.5, 1008.9,-0.157,-0.195,   81,  10.7,   4.6
01-Jan-2016 17:00, 0.586,  23.1,  26.1, 1008.5,-0.175,-0.219,   86,  10.5,   4.6
01-Jan-2016 18:00, 0.594,  23.0,  24.6, 1008.3,-0.134,-0.181,   88,  10.6,   3.8
01-Jan-2016 19:00, 0.554,  23.0,  23.7, 1007.9,-0.140,-0.189,   83,   9.0,   3.9
01-Jan-2016 20:00, 0.495,  23.0,  23.3, 1008.4,-0.154,-0.207,   86,   7.4,   2.5
01-Jan-2016 21:00, 0.477,  23.0,  23.4, 1009.1,-0.131,-0.179,   89,   7.6,   3.2
01-Jan-2016 22:00, 0.444,  22.9,  22.9, 1009.7,-0.128,-0.168,   96,   8.7,   2.7
01-Jan-2016 23:00, 0.414,  22.9,  22.9, 1010.1,-0.139,-0.174,   92,   7.5,   3.7
02-Jan-2016 00:00, 0.444,  22.9,  23.5, 1011.0,-0.115,-0.145,   83,   9.1,   2.4
02-Jan-2016 01:00, 0.485,  22.9,  25.6, 1010.5,-0.113,-0.136,   74,   7.9,   4.5
02-Jan-2016 02:00, 0.545,  22.9,  28.8, 1010.2,-0.094,-0.122,  106,   8.4,   1.8
02-Jan-2016 03:00, 0.575,  22.9,  30.3, 1009.6,-0.097,-0.128,   69,   8.3,   4.0
02-Jan-2016 04:00, 0.634,  23.0,  31.8, 1008.7,-0.078,-0.115,  113,   7.4,   1.5
02-Jan-2016 05:00, 0.666,  23.0,  33.3, 1008.0,-0.077,-0.123,  163,   7.3,   1.9
02-Jan-2016 06:00, 0.698,  23.1,  26.6, 1008.0,-0.072,-0.124,  167,   7.3,   1.4
02-Jan-2016 07:00, 0.741,  23.2,  26.2, 1007.7,-0.062,-0.115,  189,   4.6,   1.3
02-Jan-2016 08:00, 0.761,  23.3,  24.9, 1007.6,-0.070,-0.126,  190,   6.0,   2.7
02-Jan-2016 09:00, 0.806,  23.4,  24.6, 1007.5,-0.046,-0.102,  193,   5.8,   2.0
02-Jan-2016 10:00, 0.803,  23.4,  23.2, 1007.8,-0.059,-0.116,  196,   7.8,   3.0
02-Jan-2016 11:00, 0.796,  23.4,  22.8, 1008.2,-0.059,-0.113,  189,   6.4,   2.0
02-Jan-2016 12:00, 0.776,  23.4,  22.4, 1008.7,-0.065,-0.114,  194,   4.8,   1.3
02-Jan-2016 13:00, 0.789,  23.4,  22.6, 1008.8,-0.037,-0.082,  180,   3.8,   0.7
02-Jan-2016 14:00, 0.749,  23.4,  22.6, 1009.1,-0.058,-0.102,  176,   2.5,   0.7
02-Jan-2016 15:00, 0.741,  23.4,  23.0, 1009.3,-0.031,-0.072,  165,   1.3,   0.7
02-Jan-2016 16:00, 0.729,  23.3,  22.8, 1009.3,-0.018,-0.057,  336,   1.7,   0.2
02-Jan-2016 17:00, 0.688,  23.3,  22.5, 1008.9,-0.033,-0.073,    0,   0.8,   0.0
02-Jan-2016 18:00, 0.697,  23.3,  22.4, 1008.6, 0.007,-0.036,  244,   1.1,   0.7
02-Jan-2016 19:00, 0.643,  23.3,  25.9, 1008.7,-0.018,-0.064,   93,   4.7,   0.7
02-Jan-2016 20:00, 0.613,  23.2,  25.3, 1009.0,-0.018,-0.063,   91,   8.3,   1.9
02-Jan-2016 21:00, 0.582,  23.2,  24.1, 1009.9,-0.019,-0.060,  129,   4.7,   1.3
02-Jan-2016 22:00, 0.562,  23.1,  23.7, 1010.6,-0.017,-0.050,   91,   5.6,   1.8
02-Jan-2016 23:00, 0.547,  23.1,  24.2, 1011.3,-0.020,-0.045,   91,   6.8,   2.2
03-Jan-2016 00:00, 0.555,  23.1,  25.4, 1011.4,-0.016,-0.035,   87,   7.0,   2.2
03-Jan-2016 01:00, 0.575,  23.1,  26.9, 1011.5,-0.024,-0.042,  105,   6.4,   2.3
03-Jan-2016 02:00, 0.623,  23.1,  28.6, 1011.3,-0.021,-0.039,  158,   5.6,   2.1
03-Jan-2016 03:00, 0.646,  23.2,  26.4, 1011.1,-0.034,-0.054,  235,   5.9,   2.9
03-Jan-2016 04:00, 0.693,  23.3,  24.4, 1010.6,-0.024,-0.046,  223,   6.9,   4.6
03-Jan-2016 05:00, 0.733,  23.4,  24.5, 1010.2,-0.025,-0.051,  223,   6.8,   3.8
03-Jan-2016 06:00, 0.736,  23.5,  25.1, 1009.8,-0.056,-0.087,  206,   5.8,   2.4
03-Jan-2016 07:00, 0.772,  23.6,  24.9, 1009.7,-0.059,-0.093,  201,   5.7,   2.5
03-Jan-2016 08:00, 0.828,  23.6,  25.1, 1009.4,-0.040,-0.076,  195,   5.2,   2.0
03-Jan-2016 09:00, 0.831,  23.6,  24.6, 1008.8,-0.064,-0.103,  194,   5.5,   1.7
03-Jan-2016 10:00, 0.851,  23.6,  24.0, 1009.1,-0.057,-0.101,  191,   4.7,   1.8
03-Jan-2016 11:00, 0.836,  23.8,  23.2, 1009.4,-0.064,-0.105,  190,   4.6,   1.4
03-Jan-2016 12:00, 0.807,  23.7,  23.0, 1009.8,-0.066,-0.104,  188,   4.7,   1.3
03-Jan-2016 13:00, 0.771,  23.7,  23.1, 1010.1,-0.066,-0.099,  193,   3.8,   1.4
03-Jan-2016 14:00, 0.746,  23.6,  23.2, 1009.6,-0.054,-0.086,  188,   3.9,   1.3
03-Jan-2016 15:00, 0.704,  23.7,  23.3, 1009.4,-0.052,-0.088,  178,   4.8,   0.6
03-Jan-2016 16:00, 0.683,  23.6,  23.7, 1008.4,-0.028,-0.067,  111,   2.1,   0.4
03-Jan-2016 17:00, 0.625,  23.6,  27.5, 1008.1,-0.053,-0.101,   91,   4.3,   1.3
03-Jan-2016 18:00, 0.623,  23.5,  27.1, 1007.9,-0.025,-0.076,   95,   6.4,   2.5
03-Jan-2016 19:00, 0.591,  23.6,  26.1, 1008.0,-0.030,-0.083,  117,   5.2,   0.8
03-Jan-2016 20:00, 0.568,  23.5,  25.4, 1008.2,-0.032,-0.085,   91,   2.8,   0.8
03-Jan-2016 21:00, 0.563,  23.5,  24.8, 1008.6,-0.019,-0.069,  155,   3.0,   0.6
03-Jan-2016 22:00, 0.556,  23.5,  24.4, 1009.0,-0.017,-0.063,  157,   2.1,   0.6
03-Jan-2016 23:00, 0.530,  23.5,  25.0, 1009.8,-0.043,-0.084,  161,   1.9,   0.5
04-Jan-2016 00:00, 0.561,  23.4,  24.2, 1010.0,-0.020,-0.055,  199,   2.8,   1.5
04-Jan-2016 01:00, 0.581,  23.4,  24.9, 1010.5,-0.023,-0.054,  175,   3.6,   0.8
04-Jan-2016 02:00, 0.619,  23.4,  23.7, 1010.2,-0.023,-0.051,  218,   2.9,   1.8
04-Jan-2016 03:00, 0.664,  23.4,  23.4, 1010.4,-0.018,-0.047,  266,   3.2,   2.0
04-Jan-2016 04:00, 0.683,  23.5,  23.6, 1010.0,-0.035,-0.064,  225,   5.2,   2.3
04-Jan-2016 05:00, 0.718,  23.5,  26.2, 1010.1,-0.041,-0.073,  140,   3.8,   0.8
04-Jan-2016 06:00, 0.771,  23.6,  24.6, 1010.0,-0.032,-0.064,  278,   2.8,   1.8
04-Jan-2016 07:00, 0.778,  23.6,  23.7, 1010.2,-0.072,-0.103,  286,   6.3,   2.3
04-Jan-2016 08:00, 0.854,  23.8,  23.2, 1009.6,-0.042,-0.073,  231,   4.5,   1.9
04-Jan-2016 09:00, 0.880,  23.9,  22.3, 1010.0,-0.053,-0.089,  273,   4.7,   2.7
04-Jan-2016 10:00, 0.875,  23.9,  22.2, 1010.1,-0.077,-0.110,  240,   5.1,   3.1
04-Jan-2016 11:00, 0.918,  23.6,  22.3, 1010.7,-0.031,-0.062,  207,   4.2,   2.2
04-Jan-2016 12:00, 0.861,  23.7,  21.8, 1011.0,-0.058,-0.083,  207,   4.4,   2.0
04-Jan-2016 13:00, 0.824,  23.8,  21.7, 1011.3,-0.047,-0.068,  229,   3.8,   2.1
04-Jan-2016 14:00, 0.765,  23.8,  21.3, 1011.0,-0.048,-0.067,  227,   3.0,   1.4
04-Jan-2016 15:00, 0.693,  23.8,  21.1, 1010.8,-0.059,-0.082,  311,   2.9,   1.3
04-Jan-2016 16:00, 0.662,  23.8,  20.9, 1010.6,-0.029,-0.054,  320,   3.7,   1.8
04-Jan-2016 17:00, 0.614,  23.8,  20.8, 1009.9,-0.027,-0.054,  337,   3.8,   2.3
04-Jan-2016 18:00, 0.591,  23.8,  20.6, 1009.4,-0.012,-0.047,  324,   7.4,   4.6
04-Jan-2016 19:00, 0.552,  23.9,  20.7, 1009.6,-0.023,-0.062,  303,   5.1,   2.3
